"Probe_Set_ID"	"Transcript_ID_Array_Design_.x"	"Variance_Residual.x"	"SumVariance.x"	"SampleVariance.x"	"RSquare.x"	"F_T3_co2.x"	"F_T3_dev.x"	"F_T3_co2_dev.x"	"PrF_T3_co2.x"	"PrF_T3_dev.x"	"PrF_T3_co2_dev.x"	"Lsmean_co2_A.x"	"Lsmean_co2_E.x"	"Lsmean_dev_expanding.x"	"Lsmean_dev_fullexpand.x"	"Lsmean_dev_primordia.x"	"LinearLsmean_A_expanding.x"	"linearLsmean_A_fullexpand.x"	"linearLsmean_A_primordia.x"	"linearLsmean_E_expanding.x"	"linearLsmean_E_fullexpand.x"	"linearLsmean_E_primordia.x"	"percentage_A_PvX.x"	"percentage_A_PvE.x"	"percentage_A_EvX.x"	"percentage_E_PvX.x"	"percentage_E_PvE.x"	"percentage_E_EvX.x"	"neglog10pvalue_A_expanding_E_expanding.x"	"neglog10pvalue_A_fullexpand_E_fullexpand.x"	"neglog10pvalue_A_primordia_E_primordia.x"	"Cluster.x"	"Transcript_ID_Array_Design_.y"	"Variance_Residual.y"	"SumVariance.y"	"SampleVariance.y"	"RSquare.y"	"F_T3_co2.y"	"F_T3_dev.y"	"F_T3_co2_dev.y"	"PrF_T3_co2.y"	"PrF_T3_dev.y"	"PrF_T3_co2_dev.y"	"Lsmean_co2_A.y"	"Lsmean_co2_E.y"	"Lsmean_dev_expanding.y"	"Lsmean_dev_fullexpand.y"	"Lsmean_dev_primordia.y"	"LinearLsmean_A_expanding.y"	"linearLsmean_A_fullexpand.y"	"linearLsmean_A_primordia.y"	"linearLsmean_E_expanding.y"	"linearLsmean_E_fullexpand.y"	"linearLsmean_E_primordia.y"	"percentage_A_PvX.y"	"percentage_A_PvE.y"	"percentage_A_EvX.y"	"percentage_E_PvX.y"	"percentage_E_PvE.y"	"percentage_E_EvX.y"	"neglog10pvalue_A_expanding_E_expanding.y"	"neglog10pvalue_A_fullexpand_E_fullexpand.y"	"neglog10pvalue_A_primordia_E_primordia.y"	"Cluster.y"	"percentchangeco2_fullexpand.x"	"percentchangeco2_fullexpand.y"
"265868_at"	"At2g01650"	0.068347	0.068347	0.212345	0.754766	8.30864	20.0736	0.53376	0.0108	9.999e-05	0.5965	-0.60665	-0.28236	-0.1744	-0.22357	-0.93555	0.766942	0.747653	0.493944	1.023859	0.981058	0.553433	55.26902	51.36378	-2.51515	85.0015	77.26774	-4.18038	1.163851	1.301387	0.411211	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.2183593190959	NA
"265872_at"	"At2g01670"	0.042621	0.042621	0.396769	0.918155	4.73362	84.7235	2.76086	0.0449	9.999e-05	0.0933	1.908407	2.101698	2.1993	2.562317	1.25354	4.196935	5.147572	2.448659	5.025489	6.777447	2.321549	71.39725	110.22	22.65075	116.4713	191.9364	34.86145	0.845829	1.818577	0.217847	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6629859669763	NA
"265873_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g01630"	0.063221	0.063221	0.353453	0.86372	0.8528	43.6289	6.45563	0.3695	9.999e-05	0.0088	-1.56468	-1.66461	-1.69604	-2.15765	-0.99023	0.296832	0.278433	0.467433	0.320899	0.180404	0.542126	-36.4973	-40.4336	-6.19869	-40.8073	-66.7229	-43.7818	0.228138	2.547903	0.608157	7	NA	-35.207392801859
"265874_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g01640"	0.015345	0.015345	0.588518	0.980134	0.20534	389.937	4.54702	0.6565	9.999e-05	0.0273	-1.00118	-0.97702	-1.26278	-1.69012	-0.0144	0.428783	0.284721	1.021379	0.405038	0.337306	0.95971	-58.0192	-72.1239	-33.5979	-57.7958	-64.8533	-16.7224	0.368198	1.883653	0.494444	7	NA	18.4689573301583
"265908_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At4g00270"	0.036529	0.036529	0.062498	0.554679	0.40583	0.48865	8.74483	0.5331	0.6223	0.0027	-1.09756	-1.14996	-1.09985	-1.09235	-1.17908	0.398466	0.528762	0.484343	0.546302	0.41599	0.40269	-17.7305	9.171025	32.69923	35.66325	3.302846	-23.8535	1.996785	1.678928	1.178554	2	NA	-21.3275537954694
"265986_at"	"At2g24230"	0.042125	0.042125	0.358498	0.910473	9.4132	74.62	1.8895	0.0074	9.999e-05	0.1834	-0.97435	-1.24533	-0.8811	-1.82489	-0.62354	0.592863	0.333193	0.667458	0.497242	0.239117	0.631205	-11.1761	-50.0803	-43.7993	-21.2233	-62.1173	-51.9113	0.825391	2.343111	0.231747	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-28.2346868031441	NA
"266018_at"	"At2g18710"	0.021872	0.021872	0.065444	0.745369	5.22446	19.2801	1.66091	0.0362	9.999e-05	0.2211	2.113051	1.967584	2.330485	1.927551	1.862915	5.393848	4.14085	3.624822	4.690218	3.494718	3.65006	48.80314	14.23597	-23.2301	28.49703	-4.25587	-25.4892	0.941738	1.487518	0.03389	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.6038494511996	NA
"266028_at"	"At2g06000"	0.023467	0.023467	0.149523	0.880422	5.92136	54.3856	1.69438	0.0271	9.999e-05	0.2151	-1.18144	-1.34185	-1.34237	-1.61566	-0.8269	0.425314	0.357737	0.563356	0.365684	0.297654	0.564118	-24.5036	-36.4991	-15.8888	-35.176	-47.2355	-18.6034	0.997298	1.581123	0.006195	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.795299340018	NA
"266035_at"	"At2g05990"	0.026591	0.026591	1.284006	0.984222	11.2395	490.451	3.48938	0.004	9.999e-05	0.0553	2.038534	1.803277	1.966878	0.621643	3.174194	4.466609	1.731903	8.963505	3.421377	1.366919	9.090288	-50.1689	-80.6783	-61.2256	-62.3623	-84.9629	-60.0477	1.971022	2.03642	0.064138	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.0741594650509	NA
"266070_at"	"At2g18660"	0.717094	0.717094	2.88277	0.810475	10.9892	28.6132	0.16466	0.0044	9.999e-05	0.8496	-0.07787	1.130154	1.714111	1.235535	-1.37122	2.017222	1.501142	0.280869	5.336349	3.693555	0.532038	618.2071	434.463	-25.5837	903.0023	594.2282	-30.785	1.226646	1.342288	0.843734	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146.04967418139	NA
"266072_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g18700"	0.043159	0.043159	0.39254	0.916231	2.01011	82.0216	4.28343	0.1754	9.999e-05	0.0324	-0.28761	-0.41436	-0.23332	0.248962	-1.0686	0.85486	1.400519	0.459278	0.846511	1.008327	0.494948	86.13121	204.9393	63.83028	71.03007	103.7236	19.11565	0.029418	2.277925	0.324937	4	NA	-28.003333050105
"266078_at"	"At2g40670"	0.040186	0.040186	0.37037	0.917332	9.68646	80.8326	2.92234	0.0067	9.999e-05	0.0828	1.171617	0.90313	1.204834	1.577209	0.330078	2.50793	3.576382	1.274432	2.118688	2.489607	1.239968	96.7881	180.6257	42.60297	70.86631	100.7799	17.50702	0.80533	2.699432	0.105792	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-30.38755367855	NA
"266087_at"	"At2g37790"	0.039597	0.039597	0.687677	0.956129	19.4071	163.503	1.59754	4e-04	9.999e-05	0.233	0.456041	0.078803	-0.16496	-0.34979	1.317017	1.065216	0.918015	2.639731	0.746876	0.670742	2.351601	-59.6468	-65.2232	-13.8189	-68.2397	-71.4772	-10.1936	2.210249	2.269731	0.596375	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-26.9356165204272	NA
"266097_at"	"At2g37970"	0.041193	0.041193	0.316216	0.900748	8.29215	65.0305	3.40604	0.0109	9.999e-05	0.0586	1.004788	1.256293	1.149984	1.69928	0.542358	2.020866	2.724371	1.467608	2.436809	3.870814	1.445181	37.69794	85.63336	34.81201	68.61618	167.8429	58.84768	0.910967	2.556396	0.056055	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.081016131797	NA
"266099_at"	"At2g38040"	0.007197	0.007197	0.06295	0.91289	22.2799	68.672	4.51051	2e-04	9.999e-05	0.028	1.437486	1.265164	1.441488	1.067932	1.544556	2.942344	2.295571	2.941681	2.507082	1.914559	2.892809	0.02253	-21.964	-21.9816	-13.334	-33.8166	-23.634	2.376248	3.317748	0.159676	5	"At2g38040"	0.007197	0.007197	0.06295	0.91289	22.2799	68.672	4.51051	2e-04	9.999e-05	0.028	1.437486	1.265164	1.441488	1.067932	1.544556	2.942344	2.295571	2.941681	2.507082	1.914559	2.892809	0.02253	-21.964	-21.9816	-13.334	-33.8166	-23.634	2.376248	3.317748	0.159676	5	-16.5977005285395	-16.5977005285395
"266101_at"	"At2g37940"	0.022732	0.022732	0.180963	0.90429	9.59406	66.7422	4.48944	0.0069	9.999e-05	0.0283	0.697713	0.898682	1.109619	1.003235	0.281738	1.928215	1.779738	1.24333	2.414916	2.257624	1.188604	55.08477	43.14289	-7.70023	103.1725	89.93911	-6.51337	1.746774	2.270494	0.258859	4	"At2g37940"	0.022732	0.022732	0.180963	0.90429	9.59406	66.7422	4.48944	0.0069	9.999e-05	0.0283	0.697713	0.898682	1.109619	1.003235	0.281738	1.928215	1.779738	1.24333	2.414916	2.257624	1.188604	55.08477	43.14289	-7.70023	103.1725	89.93911	-6.51337	1.746774	2.270494	0.258859	4	26.8514803864389	26.8514803864389
"266105_at"	"At2g45070"	0.013398	0.013398	0.066678	0.846907	5.57485	37.85	3.28469	0.0312	9.999e-05	0.0638	2.883993	3.0016	2.794027	2.794006	3.240356	6.805032	6.274654	9.420737	7.068735	7.666016	9.479908	-27.7654	-33.3953	-7.79391	-25.4346	-19.1341	8.44962	0.244318	2.555943	0.039296	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1743222813561	NA
"266119_at"	"At2g02100"	0.028374	0.028374	2.209714	0.990217	11.3347	801.927	2.82342	0.0039	9.999e-05	0.0891	3.380032	3.135986	3.112712	1.64801	5.013306	10.07255	3.448017	32.49111	7.428475	2.848602	32.10306	-68.9991	-89.3878	-65.7682	-76.8605	-91.1267	-61.6529	2.248071	1.464091	0.052512	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.384340042407	NA
"266136_at"	"At2g45060"	0.017728	0.017728	0.022762	0.40659	6.62713	1.41621	0.52771	0.0204	0.2715	0.5999	0.093248	0.24075	0.118245	0.232361	0.150391	1.045217	1.085445	1.070034	1.127157	1.271416	1.151189	-2.31926	1.440236	3.848761	-2.08757	10.44369	12.79843	0.479582	1.55896	0.554164	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1331573686368	NA
"266137_at"	"At2g45010"	0.01465	0.01465	0.02925	0.618406	4.87291	5.23733	5.25764	0.0422	0.0178	0.0176	0.187514	0.30249	0.14266	0.239929	0.352417	1.059702	1.060749	1.313849	1.150021	1.314738	1.240597	-19.3437	-19.264	0.098753	-7.30104	5.976178	14.32295	0.602297	2.63694	0.458524	7	"At2g45010"	0.01465	0.01465	0.02925	0.618406	4.87291	5.23733	5.25764	0.0422	0.0178	0.0176	0.187514	0.30249	0.14266	0.239929	0.352417	1.059702	1.060749	1.313849	1.150021	1.314738	1.240597	-19.3437	-19.264	0.098753	-7.30104	5.976178	14.32295	0.602297	2.63694	0.458524	7	23.9443072772164	23.9443072772164
"266150_s_at"	"At2g12290"	0.068957	0.068957	0.612558	0.914231	4.88112	80.5586	2.56936	0.0421	9.999e-05	0.1077	-1.39129	-1.14163	-1.35669	-0.39105	-2.05164	0.334765	0.662003	0.25	0.455461	0.878424	0.23273	33.90594	164.8013	97.75169	95.70356	277.4433	92.86482	1.261008	1.366171	0.232259	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.6918458073453	NA
"266165_at"	"At2g28190"	0.048911	0.048911	0.388856	0.904167	11.0445	61.5796	7.25525	0.0043	9.999e-05	0.0057	2.041924	1.72564	1.945719	1.24115	2.464478	3.871249	3.136266	5.751451	3.833438	1.781697	5.296462	-32.6909	-45.47	-18.9857	-27.6227	-66.3606	-53.5222	0.02758	4.071789	0.339006	7	"At2g28190"	0.048911	0.048911	0.388856	0.904167	11.0445	61.5796	7.25525	0.0043	9.999e-05	0.0057	2.041924	1.72564	1.945719	1.24115	2.464478	3.871249	3.136266	5.751451	3.833438	1.781697	5.296462	-32.6909	-45.47	-18.9857	-27.6227	-66.3606	-53.5222	0.02758	4.071789	0.339006	7	-43.1905010608156	-43.1905010608156
"266168_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g38870"	0.099472	0.099472	1.03867	0.927033	1.34637	90.0122	11.404	0.2629	9.999e-05	8e-04	1.826891	1.669406	0.82251	1.440613	2.981323	2.417914	2.136269	8.644701	1.293479	3.448892	7.214153	-72.0301	-75.2881	-11.6483	-82.0703	-52.1927	166.6368	2.532455	2.161156	0.586644	7	NA	61.4446495268152
"266170_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g39050"	0.046875	0.046875	0.235768	0.848519	0.02227	38.7644	6.03931	0.8832	9.999e-05	0.0111	-1.53172	-1.54563	-1.65454	-1.01288	-1.94861	0.321732	0.435402	0.295346	0.313598	0.564025	0.227242	8.933674	47.42079	35.33078	38.00208	148.2046	79.85571	0.077231	1.572701	1.599743	4	NA	29.5412055985044
"266173_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g02420"	0.030041	0.030041	0.124055	0.8155	1.89951	23.7999	10.3299	0.1871	9.999e-05	0.0013	-1.02009	-1.12288	-0.75382	-1.06464	-1.396	0.584494	0.578966	0.354272	0.601689	0.394796	0.407559	64.98444	63.42401	-0.9458	47.63246	-3.13147	-34.3853	0.112746	3.445736	0.926082	4	NA	-31.8101581094572
"266181_at"	"At2g02390"	0.074354	0.074354	1.235518	0.954148	11.7021	158.956	2.23249	0.0035	9.999e-05	0.1396	-0.28642	0.11499	0.008545	1.080383	-1.34607	0.800898	1.790614	0.384381	1.263479	2.497203	0.402556	108.3602	365.8431	123.5758	213.8645	520.3374	97.64494	2.030134	1.615878	0.13425	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.4607101251303	NA
"266206_at"	"At2g27730"	0.006451	0.006451	0.132777	0.962982	10.051	194.475	7.55735	0.0059	9.999e-05	0.0049	2.455716	2.565294	2.329183	2.231506	2.970825	5.022658	4.240123	7.752115	5.027757	5.201422	7.928572	-35.2092	-45.3037	-15.5801	-36.5868	-34.3965	3.454113	0.007687	4.04928	0.239991	7	"At2g27730"	0.006451	0.006451	0.132777	0.962982	10.051	194.475	7.55735	0.0059	9.999e-05	0.0049	2.455716	2.565294	2.329183	2.231506	2.970825	5.022658	4.240123	7.752115	5.027757	5.201422	7.928572	-35.2092	-45.3037	-15.5801	-36.5868	-34.3965	3.454113	0.007687	4.04928	0.239991	7	22.6714885393655	22.6714885393655
"266207_at"	"At2g27680"	0.013281	0.013281	0.243634	0.958466	4.88934	179.817	2.68003	0.0419	9.999e-05	0.0991	3.11126	3.0016	3.46818	3.291565	2.409546	11.87608	10.4002	5.224359	10.31287	9.21887	5.40329	127.3213	99.0714	-12.4273	90.86281	70.61589	-10.6081	1.337742	1.313288	0.252289	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3587238706948	NA
"266215_at"	"At2g06850"	0.043641	0.043641	0.1102	0.698273	5.36565	13.688	1.6846	0.0341	3e-04	0.2168	3.932875	3.724637	3.904053	4.057922	3.524292	15.19428	19.34713	12.11835	14.75007	14.33825	10.92426	25.38241	59.6516	27.33173	35.0213	31.25151	-2.792	0.094183	2.004892	0.486688	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-25.8895246995291	NA
"266216_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g28810"	0.021849	0.021849	0.890028	0.981296	1.22612	405.485	13.5387	0.2845	9.999e-05	4e-04	-0.55058	-0.62101	0.000732	0.067688	-1.82581	1.009522	1.235883	0.255085	0.991572	0.888738	0.31194	295.759	384.4984	22.42261	217.8729	184.9068	-10.3708	0.079394	3.485506	1.871059	4	NA	-28.0888239420722
"266237_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g29540"	0.02819	0.02819	1.151415	0.981347	0.67021	414.912	5.85969	0.425	9.999e-05	0.0123	-0.173	-0.23215	-0.81177	-1.00897	1.213013	0.643901	0.45414	2.386478	0.504022	0.543688	2.2519	-73.0188	-80.9703	-29.4704	-77.6179	-75.8565	7.869724	1.69375	1.357139	0.309152	7	NA	19.718148588541
"266239_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g29530"	0.009184	0.009184	0.388415	0.981984	3.32806	429.885	4.01239	0.0868	9.999e-05	0.0387	1.661879	1.737115	1.465251	1.138489	2.494751	2.789764	2.028805	5.597812	2.732759	2.388903	5.675073	-50.1633	-63.7572	-27.2768	-51.8463	-57.9053	-12.5827	0.149676	2.508383	0.111161	7	NA	17.749266193646
"266261_at"	"At2g27580"	0.026205	0.026205	0.078235	0.744795	17.2328	13.3601	1.22939	8e-04	4e-04	0.3187	-0.77882	-0.48964	-0.60929	-0.43842	-0.85498	0.592329	0.639214	0.522934	0.725451	0.851926	0.584526	13.27033	22.23606	7.915343	24.10919	45.74637	17.43399	1.378904	2.638759	0.74569	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.2771184611101	NA
"266279_at"	"At2g29290"	0.081674	0.081674	0.371348	0.832427	10.6432	30.0207	4.09215	0.0049	9.999e-05	0.0367	1.701348	1.30013	1.989339	1.656433	0.856445	4.432473	4.227228	1.835561	3.556766	2.350804	1.785923	141.4779	130.2963	-4.63049	99.15559	31.6296	-33.9061	0.715742	3.15863	0.071965	4	"At2g29290"	0.081674	0.081674	0.371348	0.832427	10.6432	30.0207	4.09215	0.0049	9.999e-05	0.0367	1.701348	1.30013	1.989339	1.656433	0.856445	4.432473	4.227228	1.835561	3.556766	2.350804	1.785923	141.4779	130.2963	-4.63049	99.15559	31.6296	-33.9061	0.715742	3.15863	0.071965	4	-44.3889943953816	-44.3889943953816
"266295_at"	"At2g29550"	0.040105	0.040105	1.194683	0.974423	6.49992	299.402	2.36665	0.0214	9.999e-05	0.1258	1.5955	1.375787	1.250081	0.392273	2.814575	2.666669	1.489249	6.949335	2.121558	1.156657	7.121963	-61.627	-78.5699	-44.1532	-70.2111	-83.7593	-45.4808	1.216665	1.691416	0.093786	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-22.3328671028149	NA
"266297_at"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"At2g29570"	0.009068	0.009068	1.363868	0.994934	2.67672	1561.89	8.65497	0.1213	9.999e-05	0.0028	1.007528	0.940484	0.317464	0.075134	2.529419	1.368076	0.999072	5.945413	1.135069	1.110809	5.606347	-76.9894	-83.1959	-26.9725	-79.7539	-80.1866	-2.1373	2.495616	1.428651	0.645142	7	NA	11.1840788251497
"266300_at"	"At2g01420"	0.015658	0.015658	0.078032	0.847114	9.00394	37.0829	1.95302	0.0085	9.999e-05	0.1742	2.057658	1.896077	2.279053	1.954407	1.697144	4.903952	4.293556	3.426783	4.803746	3.498268	3.068284	43.10658	25.29406	-12.447	56.56134	14.01384	-27.1762	0.111037	2.381568	1.043573	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.5228281638809	NA
"266303_at"	"At2g27060"	0.019969	0.019969	0.075896	0.799537	11.6349	18.8328	7.95895	0.0036	9.999e-05	0.004	-0.68787	-0.89529	-0.53117	-0.84833	-0.99524	0.786392	0.633291	0.480344	0.608926	0.487137	0.523906	63.71426	31.84108	-19.4688	16.22819	-7.01822	-20.0007	2.251665	2.79268	0.641951	5	"At2g27060"	0.019969	0.019969	0.075896	0.799537	11.6349	18.8328	7.95895	0.0036	9.999e-05	0.004	-0.68787	-0.89529	-0.53117	-0.84833	-0.99524	0.786392	0.633291	0.480344	0.608926	0.487137	0.523906	63.71426	31.84108	-19.4688	16.22819	-7.01822	-20.0007	2.251665	2.79268	0.641951	5	-23.0784899832778	-23.0784899832778
"266311_at"	"At2g27130"	0.021639	0.021639	0.039907	0.586867	6.2554	4.05487	3.89607	0.0236	0.0376	0.0418	-0.15496	-0.31329	-0.18009	-0.16534	-0.35693	0.912875	1.020256	0.777923	0.853415	0.77937	0.783736	17.34774	31.1512	11.76287	8.890644	-0.55712	-8.67638	0.366147	2.744174	0.036671	4	"At2g27130"	0.021639	0.021639	0.039907	0.586867	6.2554	4.05487	3.89607	0.0236	0.0376	0.0418	-0.15496	-0.31329	-0.18009	-0.16534	-0.35693	0.912875	1.020256	0.777923	0.853415	0.77937	0.783736	17.34774	31.1512	11.76287	8.890644	-0.55712	-8.67638	0.366147	2.744174	0.036671	4	-23.6103487752094	-23.6103487752094
"266324_at"	"At2g46710"	0.036522	0.036522	0.118504	0.765188	4.88631	20.6529	2.57057	0.042	9.999e-05	0.1076	0.732951	0.551161	0.903402	0.282532	0.740234	1.898428	1.41601	1.707892	1.842927	1.044804	1.633823	11.15617	-17.0902	-25.4115	12.79843	-36.0516	-43.3074	0.103837	2.295266	0.192222	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-26.2149278606789	NA
"266334_at"	"At2g32380"	0.011524	0.011524	0.21051	0.95829	7.5893	173.624	6.29811	0.0141	9.999e-05	0.0096	0.03224	0.159505	0.008382	-0.35577	0.63501	0.963235	0.699667	1.586685	1.0503	0.872792	1.519929	-39.2926	-55.9039	-27.3628	-30.8981	-42.5768	-16.9007	0.760482	3.170297	0.370624	7	"At2g32380"	0.011524	0.011524	0.21051	0.95829	7.5893	173.624	6.29811	0.0141	9.999e-05	0.0096	0.03224	0.159505	0.008382	-0.35577	0.63501	0.963235	0.699667	1.586685	1.0503	0.872792	1.519929	-39.2926	-55.9039	-27.3628	-30.8981	-42.5768	-16.9007	0.760482	3.170297	0.370624	7	24.743913890465	24.743913890465
"266363_at"	"At2g41250"	0.074349	0.074349	0.163347	0.653211	7.3757	8.27956	3.46859	0.0153	0.0034	0.0561	-1.31346	-0.99479	-1.30168	-0.82819	-1.33252	0.3378	0.468185	0.411855	0.487137	0.677588	0.382823	-17.981	13.67697	38.59834	27.24862	76.99762	39.09591	1.514915	1.861059	0.22774	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.7265504020846	NA
"266371_at"	"At2g41410"	0.242044	0.242044	0.719131	0.743559	9.1417	17.0897	1.5887	0.0081	1e-04	0.2348	1.513441	2.153564	1.891683	2.522034	1.086792	2.866333	4.035695	2.011541	4.803746	8.175177	2.242772	42.49438	100.627	40.79645	114.1879	264.5122	70.18336	1.085175	2.006085	0.181864	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.571725563998	NA
